customer_id,bread,butter,milk,eggs,snacks
cus147,1,0,0,0,1
cus148,0,0,0,0,0
cus149,1,1,0,0,1
cus150,0,0,0,0,0
cus151,1,0,0,0,1
cus152,0,0,0,0,0
cus153,1,1,1,0,1
cus154,0,0,0,0,0
cus155,1,0,1,1,0
cus156,1,1,0,0,0
cus157,0,0,1,1,1
cus158,0,0,1,1,0
cus159,1,1,0,0,1
cus160,0,0,0,0,0
cus161,0,0,0,0,0
cus162,0,0,0,0,1
cus163,0,0,1,0,0
cus164,1,1,1,1,1
cus165,0,1,1,1,0
cus166,0,0,1,0,0
cus167,1,1,1,1,1
cus168,1,0,1,1,0
cus169,1,1,1,0,1
cus170,1,1,0,0,0
cus171,1,1,1,0,1
cus172,1,1,1,1,1
cus173,0,0,0,0,0
cus174,0,0,1,0,0
cus175,1,1,0,0,1
cus176,1,1,0,1,1
cus177,1,1,1,1,0
cus178,1,1,1,1,1
cus179,0,0,0,0,0
cus180,1,1,0,1,1
cus181,1,1,1,1,1
cus182,0,0,1,1,1
cus183,0,0,0,0,0
cus184,1,1,0,0,1
cus185,0,0,0,0,0
cus186,1,1,0,0,1
cus187,1,0,0,0,1
cus188,1,1,0,1,0
cus189,1,1,0,0,1
cus190,1,1,0,0,0
cus191,0,0,1,0,0
cus192,1,1,1,1,0
cus193,1,1,1,1,1
cus194,1,1,1,1,1
cus195,0,0,0,0,1
cus196,1,1,1,1,0
cus197,1,0,1,1,0
cus198,1,1,1,1,0
cus199,0,0,1,1,1
cus200,1,0,1,0,1
cus201,1,1,0,0,0
cus202,0,0,0,0,0
cus203,1,0,0,1,0
cus204,0,0,0,0,1
cus205,0,0,0,0,0
cus206,1,0,0,0,0
cus207,1,1,1,1,1
cus208,0,0,0,1,0
cus209,1,0,1,1,0
cus210,0,0,1,0,1
cus211,0,0,0,0,0
cus212,1,0,1,1,0
cus213,0,0,0,0,0
cus214,0,0,1,1,1
cus215,1,1,1,1,0
cus216,1,1,0,0,0
cus217,0,1,1,0,0
cus218,1,1,1,0,1
cus219,0,0,0,0,1
cus220,1,1,1,0,1
cus221,1,0,0,0,0
cus222,1,1,0,0,1
cus223,0,0,1,1,0
cus224,0,1,0,0,1
cus225,0,0,0,0,0
cus226,0,1,1,1,1
cus227,0,0,1,1,0
cus228,1,0,1,1,0
cus229,0,0,0,0,1
cus230,0,0,0,0,0
cus231,0,0,0,0,0
cus232,0,0,0,0,1
cus233,0,1,1,0,1
cus234,0,0,0,1,1
cus235,0,0,0,0,0
cus236,1,0,1,0,1
cus237,0,0,0,0,1
cus238,0,0,1,1,0
cus239,1,1,1,1,1
cus240,0,0,0,0,1
cus241,0,1,1,1,0
cus242,0,0,1,1,0
cus243,1,1,1,0,0
cus244,1,1,0,0,1
cus245,0,0,1,0,0
cus246,0,0,1,0,0
cus247,0,0,1,1,0
cus248,1,0,1,0,1
cus249,0,0,0,0,0
cus250,0,1,1,0,0
cus251,0,0,1,1,0
cus252,1,1,1,1,0
cus253,1,0,1,1,1
cus254,1,1,1,1,1
cus255,0,0,0,1,0
cus256,1,1,0,1,0
cus257,0,0,0,1,0
cus258,1,1,1,1,1
cus259,1,1,0,0,0
cus260,1,1,1,1,0
cus261,1,0,1,1,0
cus262,0,0,0,0,0
cus263,1,0,0,0,0
cus264,0,0,0,1,1
cus265,1,1,0,0,0
cus266,1,1,0,0,0
cus267,0,0,1,0,0
cus268,0,0,0,1,1
cus269,1,1,0,0,0
cus270,1,1,1,0,1
cus271,0,0,1,0,0
cus272,0,0,1,1,0
cus273,0,0,0,0,0
cus274,1,1,0,1,1
cus275,0,0,0,0,1
cus276,0,0,0,0,0
cus277,1,1,0,0,0
cus278,1,0,1,0,1
cus279,1,1,1,1,1
cus280,0,0,1,1,0
cus281,1,1,1,0,0
cus282,1,0,0,0,0
cus283,1,1,1,1,1
cus284,0,1,1,1,0
cus285,1,1,1,1,0
cus286,0,1,0,0,0
cus287,1,1,1,0,1
cus288,1,1,0,0,0
cus289,0,1,0,0,0
cus290,1,1,0,0,0
cus291,1,1,0,0,1
cus292,0,0,0,0,0
cus293,1,1,1,0,0
cus294,1,0,1,0,0
cus295,0,0,0,0,0
cus296,0,0,0,0,0
cus297,0,1,0,1,0
cus298,1,1,0,0,0
cus299,1,1,1,1,0
cus300,0,0,1,1,0
cus301,1,1,1,1,1
cus302,1,1,0,0,0
cus303,0,0,0,1,1
cus304,1,1,0,0,0
cus305,1,0,1,1,1
cus306,1,1,1,0,1
cus307,1,1,0,0,0
cus308,1,1,0,1,0
cus309,0,1,0,0,0
cus310,1,0,0,1,0
cus311,0,0,0,0,1
cus312,1,1,1,0,0
cus313,1,1,0,0,0
cus314,1,1,1,1,1
cus315,0,0,0,0,1
cus316,1,1,0,0,0
cus317,1,1,0,0,0
cus318,1,1,1,1,0
cus319,0,0,1,1,0
cus320,0,0,1,1,0
cus321,1,1,1,1,1
cus322,1,1,0,0,0
cus323,0,0,0,0,0
cus324,0,0,0,0,0
cus325,1,1,0,0,1
cus326,0,0,0,1,0
cus327,0,0,0,0,0
cus328,1,1,1,0,0
cus329,1,0,0,0,1
cus330,0,1,0,0,0
cus331,1,1,1,1,1
cus332,0,0,1,1,0
cus333,0,0,0,0,0
cus334,0,0,0,1,0
cus335,1,0,0,0,0
cus336,1,1,1,1,0
cus337,1,0,0,0,1
cus338,0,0,1,1,0
cus339,1,1,1,1,1
cus340,1,1,1,0,1
cus341,0,0,1,1,0
cus342,1,1,1,1,0
cus343,1,1,0,0,1
cus344,0,1,0,0,1
cus345,1,1,1,1,0
cus346,1,1,0,0,0
cus347,1,1,0,0,1
cus348,0,0,1,1,0
cus349,0,0,0,1,0
cus350,1,1,1,0,1
cus351,1,1,1,1,0
cus352,0,0,1,1,0
cus353,1,0,1,1,1
cus354,1,1,1,1,1
cus355,1,0,0,0,0
cus356,1,1,1,1,0
cus357,1,0,1,1,0
cus358,0,0,0,1,0
cus359,1,1,0,0,1
cus360,1,1,1,1,1
cus361,0,0,1,1,1
cus362,0,0,1,1,1
cus363,0,0,1,1,1
cus364,0,0,0,0,0
cus365,1,1,0,0,0
cus366,1,1,0,0,1
cus367,0,0,0,0,0
cus368,0,1,1,0,1
cus369,1,1,1,1,0
cus370,1,1,1,0,0
cus371,1,0,0,0,0
cus372,1,0,1,0,0
cus373,0,0,1,1,0
cus374,0,1,1,1,0
cus375,0,0,0,0,0
cus376,1,1,0,0,0
cus377,0,0,0,0,1
cus378,1,1,1,0,0
cus379,1,1,0,0,0
cus380,0,0,1,1,0
cus381,0,1,0,1,0
cus382,1,0,1,1,1
cus383,1,0,0,0,0
cus384,0,0,0,0,0
cus385,0,1,0,0,0
cus386,1,1,1,1,1
cus387,0,0,0,0,0
cus388,0,0,0,0,1
cus389,1,1,0,0,0
cus390,1,1,1,1,1
cus391,1,1,0,0,0
cus392,0,0,1,1,0
cus393,1,1,0,0,0
cus394,0,0,1,1,1
cus395,1,0,1,1,1
cus396,0,0,1,0,0
cus397,1,0,1,1,1
cus398,1,1,1,1,0
cus399,0,0,0,1,0
cus400,0,0,1,1,1
cus401,1,1,0,0,1
cus402,0,0,0,1,0
cus403,1,1,0,1,0
cus404,1,1,0,1,0
cus405,0,0,0,1,0
cus406,1,1,0,0,0
cus407,1,1,1,0,0
cus408,1,1,1,1,1
cus409,0,0,0,1,0
cus410,0,1,0,0,1
cus411,1,1,1,0,0
cus412,0,0,1,0,0
cus413,1,1,0,0,1
cus414,0,0,1,1,1
cus415,0,0,1,0,0
cus416,0,0,1,0,0
cus417,1,1,1,0,1
cus418,1,1,0,0,1
cus419,0,0,1,1,1
cus420,0,0,0,0,0
cus421,0,0,1,0,0
cus422,1,0,0,0,0
cus423,1,1,1,0,0
cus424,1,1,0,1,0
cus425,0,0,0,0,0
cus426,0,0,1,0,0
cus427,1,1,0,0,0
cus428,0,1,0,1,0
cus429,0,0,0,0,0
cus430,0,0,1,1,0
cus431,1,1,0,0,1
cus432,1,1,1,1,0
cus433,0,0,1,0,0
cus434,0,0,1,0,1
cus435,0,1,1,0,1
cus436,0,0,0,0,0
cus437,1,1,1,1,0
cus438,0,0,0,0,0
cus439,1,0,0,0,1
cus440,1,1,0,0,1
cus441,0,1,1,1,0
cus442,0,0,0,0,0
cus443,0,0,1,0,0
cus444,1,0,1,0,1
cus445,0,0,1,1,1
cus446,1,1,0,0,1
cus447,0,1,0,0,0
cus448,0,0,1,1,1
cus449,0,1,0,0,0
cus450,1,1,0,0,1
cus451,1,0,0,0,0
cus452,0,0,1,1,0
cus453,0,0,0,0,0
cus454,0,0,0,0,0
cus455,1,1,1,0,0
cus456,0,0,0,0,1
cus457,1,1,1,1,1
cus458,1,0,1,1,1
cus459,0,0,1,1,1
cus460,1,1,1,1,1
cus461,0,0,0,0,0
cus462,1,1,0,1,1
cus463,1,0,1,0,0
cus464,1,1,1,1,1
cus465,0,0,0,0,0
cus466,0,0,1,1,1
cus467,1,1,0,0,1
cus468,1,1,1,1,1
cus469,0,1,1,1,0
cus470,0,0,1,1,1
cus471,0,0,0,0,0
cus472,1,0,1,1,1
cus473,1,1,1,1,0
cus474,1,1,0,0,0
cus475,0,0,0,0,0
cus476,1,1,0,0,0
cus477,0,0,0,0,0
cus478,0,0,0,0,0
cus479,1,1,1,1,0
cus480,1,1,1,1,0
cus481,1,1,1,1,0
cus482,0,0,1,0,0
cus483,0,1,1,1,0
cus484,0,0,1,1,1
cus485,1,1,0,0,1
cus486,0,1,0,0,0
cus487,0,0,0,0,0
cus488,1,1,1,1,1
cus489,0,0,0,0,0
cus490,1,1,1,1,1
cus491,1,0,0,0,0
cus492,1,1,0,0,0
cus493,0,0,0,0,0
cus494,1,1,1,1,1
cus495,1,0,0,0,0
cus496,0,1,0,1,0
cus497,1,0,0,1,0
cus498,0,0,0,0,0
cus499,1,1,0,0,0
cus500,1,1,0,0,0
cus501,0,0,0,0,1
cus502,1,0,1,0,0
cus503,1,0,1,1,0
cus504,0,1,1,0,0
cus505,0,1,1,1,0
cus506,1,1,0,1,0
cus507,0,0,1,1,0
cus508,0,0,1,0,0
cus509,0,0,0,0,1
cus510,1,1,1,1,1
cus511,1,1,0,0,1
cus512,0,0,1,1,0
cus513,0,0,1,1,0
cus514,1,1,1,0,0
cus515,1,0,1,1,1
cus516,0,0,0,0,0
cus517,1,0,0,0,0
cus518,0,1,0,0,0
cus519,0,0,0,0,1
cus520,0,0,1,1,1
cus521,0,1,0,0,1
cus522,1,1,1,0,1
cus523,0,1,1,0,1
cus524,1,1,1,0,1
cus525,0,0,1,0,1
cus526,0,1,0,0,0
cus527,0,0,1,1,0
cus528,0,0,0,0,0
cus529,1,1,0,0,1
cus530,1,0,0,0,0
cus531,1,1,1,1,0
cus532,1,0,0,0,0
cus533,1,0,1,0,0
cus534,1,1,0,0,1
cus535,0,0,0,1,0
cus536,1,1,1,1,1
cus537,1,0,1,1,1
cus538,1,1,1,1,1
cus539,1,1,1,1,0
cus540,1,1,1,0,0
cus541,1,0,1,1,0
cus542,0,1,1,1,1
cus543,0,0,1,1,1
cus544,1,1,0,0,1
cus545,0,0,0,0,0
cus546,1,1,1,1,1
cus547,0,0,1,0,0
cus548,0,0,0,0,1
cus549,1,1,1,1,0
cus550,0,0,1,0,0
cus551,1,1,1,1,0
cus552,1,1,0,0,1
cus553,1,1,0,0,1
cus554,0,0,1,1,0
cus555,1,1,0,0,0
cus556,1,1,1,1,1
cus557,1,0,0,0,0
cus558,1,0,1,0,0
cus559,0,0,0,0,0
cus560,0,1,0,0,1
cus561,0,0,0,0,0
cus562,0,0,1,1,0
cus563,1,1,0,1,0
cus564,0,0,1,1,1
cus565,0,0,0,0,0
cus566,0,0,1,1,1
cus567,1,1,1,1,1
cus568,0,0,1,0,1
cus569,1,0,0,0,0
cus570,1,0,1,1,1
cus571,0,0,1,0,1
cus572,1,1,1,1,1
cus573,0,0,0,0,0
cus574,0,0,0,0,0
cus575,0,0,0,0,0
cus576,1,1,1,1,1
cus577,1,0,1,1,1
cus578,0,0,1,0,0
cus579,1,1,0,0,1
cus580,0,0,1,1,1
cus581,1,0,1,1,1
cus582,1,0,1,1,1
cus583,1,1,0,0,1
cus584,0,0,0,0,0
cus585,1,1,0,1,1
cus586,0,0,0,0,0
cus587,0,0,1,1,0
cus588,1,0,0,0,1
cus589,1,1,1,0,0
cus590,1,1,0,0,0
cus591,0,0,0,0,0
cus592,0,0,0,0,0
cus593,1,1,1,0,0
cus594,0,0,0,0,0
cus595,1,1,0,0,1
cus596,1,0,1,0,0
cus597,1,1,0,0,0
cus598,0,1,0,0,0
cus599,1,0,0,0,1
cus600,0,0,1,1,0
cus601,0,0,1,1,0
cus602,0,0,1,0,1
cus603,1,1,1,1,0
cus604,1,1,1,1,0
cus605,1,1,0,0,1
cus606,1,0,0,0,0
cus607,1,1,0,1,1
cus608,1,1,0,1,0
cus609,1,0,1,1,0
cus610,0,0,1,1,1
cus611,1,1,1,1,0
cus612,0,0,1,1,0
cus613,1,1,0,0,0
cus614,1,1,0,0,0
cus615,0,0,1,1,0
cus616,0,0,1,1,0
cus617,0,0,1,1,0
cus618,0,0,1,1,1
cus619,1,0,1,0,1
cus620,0,0,1,1,0
cus621,1,1,0,0,1
cus622,1,1,1,1,0
cus623,0,0,0,1,1
cus624,0,0,1,1,1
cus625,1,1,1,1,0
cus626,0,0,1,0,0
cus627,0,0,0,0,1
cus628,0,0,0,0,1
cus629,1,0,0,0,1
cus630,1,0,0,0,0
cus631,0,0,0,0,0
cus632,0,0,1,0,1
cus633,1,1,1,1,1
cus634,1,0,1,0,1
cus635,0,0,1,1,1
cus636,1,1,0,0,0
cus637,1,1,1,1,1
cus638,1,1,1,0,0
cus639,1,0,0,0,1
cus640,1,0,0,1,1
cus641,0,0,1,0,0
cus642,0,0,0,0,0
cus643,1,1,1,0,1
cus644,1,1,1,0,0
cus645,1,1,1,1,1
cus646,0,0,1,1,1
cus647,1,1,1,1,1
cus648,1,1,0,0,0
cus649,1,1,0,0,0
cus650,1,1,1,0,0
cus651,1,1,0,1,1
cus652,1,1,1,1,0
cus653,1,1,1,1,0
cus654,1,1,0,0,0
cus655,1,1,0,0,0
cus656,0,0,1,1,0
cus657,1,1,0,0,0
cus658,1,1,0,0,1
cus659,1,0,1,1,0
cus660,1,1,1,1,0
cus661,1,0,0,0,1
cus662,1,1,1,1,1
cus663,0,0,0,1,1
cus664,0,0,1,0,0
cus665,1,1,0,0,0
cus666,0,0,0,1,0
cus667,0,0,1,1,0
cus668,0,0,0,0,0
cus669,0,0,0,1,0
cus670,0,0,1,1,1
cus671,1,1,0,0,1
cus672,1,1,1,0,0
cus673,0,0,0,0,0
cus674,0,0,1,1,0
cus675,1,1,1,0,0
cus676,0,0,1,1,0
cus677,1,1,1,1,1
cus678,0,0,0,1,0
cus679,1,0,0,0,0
cus680,0,0,0,0,0
cus681,1,1,0,0,0
cus682,0,0,0,0,1
cus683,1,1,1,1,0
cus684,0,0,0,0,1
cus685,0,0,0,1,0
cus686,0,0,0,0,0
cus687,0,0,0,0,0
cus688,1,1,0,0,0
cus689,1,1,1,0,0
cus690,0,0,0,0,1
cus691,1,1,0,0,0
cus692,1,1,0,0,0
cus693,1,1,0,0,1
cus694,0,0,0,0,1
cus695,1,0,0,0,0
cus696,0,0,0,0,0
cus697,1,1,1,0,0
cus698,0,0,1,1,0
cus699,1,1,0,0,0
cus700,1,0,0,1,0
cus701,1,0,0,1,0
cus702,0,0,1,0,1
cus703,1,1,0,0,0
cus704,0,1,1,1,1
cus705,1,1,1,1,1
cus706,1,0,0,0,0
cus707,1,0,1,1,1
cus708,1,1,1,0,1
cus709,1,0,1,1,0
cus710,1,1,1,1,0
cus711,0,1,0,0,1
cus712,0,0,1,1,0
cus713,1,0,1,1,1
cus714,0,0,0,0,0
cus715,1,1,0,0,0
cus716,1,1,1,0,1
cus717,1,0,1,0,1
cus718,1,1,0,1,1
cus719,0,0,0,0,0
cus720,0,0,0,0,0
cus721,1,1,1,1,1
cus722,1,0,1,0,0
cus723,0,1,1,0,1
cus724,1,1,0,0,1
cus725,0,0,1,0,1
cus726,1,1,0,0,0
cus727,0,0,1,1,1
cus728,1,0,1,1,1
cus729,1,0,1,1,0
cus730,1,1,1,1,0
cus731,0,0,0,1,1
cus732,1,1,0,0,0
cus733,1,1,1,1,0
cus734,1,0,1,1,1
cus735,1,1,0,1,0
cus736,1,1,1,0,1
cus737,0,1,0,0,0
cus738,0,0,1,1,1
cus739,0,0,0,0,0
cus740,1,0,0,0,1
cus741,0,0,1,0,0
cus742,0,0,1,1,0
cus743,1,1,0,0,0
cus744,1,1,1,1,1
cus745,1,0,0,1,1
cus746,0,1,1,1,0
cus747,1,0,1,1,1
cus748,1,1,0,0,0
cus749,0,0,0,1,1
cus750,1,1,1,1,0
cus751,0,0,1,0,1
cus752,1,1,1,1,0
cus753,1,1,0,0,0
cus754,1,1,1,1,1
cus755,1,0,1,0,0
cus756,0,0,0,0,0
cus757,1,1,1,0,0
cus758,1,1,1,1,0
cus759,1,1,0,0,1
cus760,0,0,1,1,0
cus761,1,0,0,0,1
cus762,0,0,1,1,1
cus763,0,0,1,1,1
cus764,0,0,0,0,0
cus765,1,1,0,0,1
cus766,1,1,1,0,1
cus767,1,0,0,0,0
cus768,1,0,1,0,0
cus769,1,1,1,1,1
cus770,0,0,0,0,1
cus771,1,1,0,0,0
cus772,1,1,0,0,0
cus773,0,0,1,1,1
cus774,1,1,0,0,1
cus775,1,1,1,0,1
cus776,1,1,0,0,1
cus777,1,1,0,0,0
cus778,0,0,0,0,0
cus779,0,0,0,0,0
cus780,0,1,0,0,0
cus781,1,1,0,0,0
cus782,1,1,1,1,1
cus783,1,1,1,0,0
cus784,1,1,1,0,0
cus785,0,0,0,0,0
cus786,1,1,0,0,1
cus787,0,0,0,0,0
cus788,1,1,1,1,1
cus789,0,0,1,1,1
cus790,1,1,0,1,1
cus791,1,0,0,1,1
cus792,0,0,1,1,1
cus793,0,0,1,1,1
cus794,0,0,1,1,1
cus795,0,0,1,0,1
cus796,0,0,0,1,0
cus797,0,0,1,1,0
cus798,0,1,1,1,0
cus799,1,1,0,1,0
cus800,1,1,1,1,1
cus801,0,0,0,1,1
cus802,1,1,1,0,1
cus803,1,1,0,1,0
cus804,1,0,0,0,1
cus805,1,1,0,0,0
cus806,0,0,1,0,1
cus807,0,0,1,0,1
cus808,0,0,0,0,0
cus809,0,0,1,1,0
cus810,1,1,0,0,1
cus811,0,0,0,0,0
cus812,1,0,1,0,0
cus813,1,1,0,0,0
cus814,1,1,0,0,0
cus815,1,1,0,0,0
cus816,0,0,1,0,1
cus817,0,0,0,0,1
cus818,1,1,0,0,1
cus819,0,0,1,0,1
cus820,1,1,1,1,1
cus821,0,0,0,1,1
cus822,0,0,1,0,0
cus823,0,0,1,1,0
cus824,1,0,1,1,0
cus825,1,1,0,0,0
cus826,0,0,0,0,1
cus827,1,1,0,0,0
cus828,1,1,1,0,0
cus829,1,1,1,0,0
cus830,0,1,1,0,0
cus831,1,1,0,0,1
cus832,1,1,0,0,0
cus833,1,1,0,0,0
cus834,1,1,1,1,1
cus835,1,0,1,1,0
cus836,0,0,0,0,0
cus837,1,1,0,0,1
cus838,0,1,0,0,0
cus839,0,0,1,0,0
cus840,1,1,1,1,0
cus841,0,0,1,0,1
cus842,1,1,0,1,1
cus843,1,1,0,0,0
cus844,0,1,1,0,1
cus845,1,1,0,0,0
cus846,0,0,0,0,1
cus847,0,0,1,0,1
cus848,1,1,0,0,1
cus849,0,0,0,0,0
cus850,0,0,1,1,0
cus851,1,1,1,1,1
cus852,0,0,1,1,0
cus853,1,0,1,1,0
cus854,1,1,1,0,0
cus855,0,0,1,1,0
cus856,0,0,1,1,1
cus857,1,1,1,1,0
cus858,0,0,0,0,0
cus859,1,1,0,0,1
cus860,1,1,1,1,0
cus861,1,0,0,0,0
cus862,1,1,0,0,0
cus863,1,0,1,0,0
cus864,1,1,1,1,1
cus865,0,0,0,0,0
cus866,0,1,0,1,0
cus867,1,1,1,1,1
cus868,1,1,0,0,1
cus869,1,1,0,0,0
cus870,1,0,0,0,0
cus871,0,0,1,0,0
cus872,0,0,0,0,1
cus873,1,1,0,0,1
cus874,0,1,1,1,1
cus875,1,1,1,1,1
cus876,1,1,0,1,0
cus877,1,1,0,0,0
cus878,0,0,1,1,1
cus879,1,1,0,1,0
cus880,0,0,1,1,1
cus881,1,1,1,1,0
cus882,0,0,1,1,0
cus883,1,1,0,0,0
cus884,1,1,1,1,1
cus885,1,0,0,0,1
cus886,1,1,1,1,0
cus887,0,0,1,0,1
cus888,1,1,0,0,1
cus889,0,0,1,1,0
cus890,0,0,0,0,0
cus891,1,1,0,0,0
cus892,1,1,1,1,1
cus893,1,1,0,1,0
cus894,1,1,1,0,0
cus895,0,0,1,1,0
cus896,1,1,1,1,0
cus897,1,1,0,0,1
cus898,0,1,1,0,0
cus899,1,1,0,0,0
cus900,0,0,1,1,0
cus901,0,0,1,1,0
cus902,1,1,1,1,0
cus903,1,1,1,1,0
cus904,1,1,0,1,1
cus905,0,0,0,0,0
cus906,1,1,0,0,1
cus907,1,1,1,1,0
cus908,0,0,0,1,1
cus909,1,1,1,1,1
cus910,0,1,0,0,0
cus911,0,1,1,0,0
cus912,0,0,0,0,0
cus913,0,0,0,1,1
cus914,0,0,1,1,0
cus915,1,1,1,0,0
cus916,1,1,1,0,0
cus917,0,0,0,0,0
cus918,0,0,1,0,0
cus919,0,0,0,0,0
cus920,0,0,1,1,1
cus921,1,0,0,0,0
cus922,0,0,1,0,1
cus923,1,1,1,1,1
cus924,1,0,0,0,0
cus925,0,0,1,0,0
cus926,0,0,0,0,0
cus927,1,1,0,0,1
cus928,0,0,0,0,0
cus929,0,0,0,1,0
cus930,0,0,1,0,1
cus931,1,1,1,0,1
cus932,1,0,0,1,0
cus933,1,1,1,0,0
cus934,0,1,0,0,0
cus935,1,0,0,1,0
cus936,0,1,0,0,0
cus937,1,1,0,0,0
cus938,1,1,1,1,0
cus939,1,1,1,1,1
cus940,0,0,0,1,0
cus941,1,1,0,0,0
cus942,1,0,1,0,0
cus943,1,1,1,0,1
cus944,1,1,0,0,0
cus945,1,1,1,1,1
cus946,1,0,0,0,1
cus947,1,1,0,0,0
cus948,1,1,1,1,0
cus949,0,1,1,0,1
cus950,1,1,1,1,0
cus951,1,1,0,0,0
cus952,0,1,0,0,0
cus953,1,0,0,0,0
cus954,0,0,1,0,1
cus955,1,1,1,0,1
cus956,0,1,1,1,1
cus957,1,1,0,0,0
cus958,1,0,0,0,1
cus959,1,0,1,1,1
cus960,1,1,0,1,0
cus961,1,1,0,1,0
cus962,1,1,0,0,0
cus963,1,0,1,1,0
cus964,0,0,0,0,1
cus965,1,1,1,1,1
cus966,1,1,1,1,1
cus967,0,0,0,1,0
cus968,1,1,1,1,1
cus969,0,0,1,1,1
cus970,1,0,1,0,1
cus971,0,0,0,0,0
cus972,1,1,0,0,0
cus973,0,0,1,1,1
cus974,0,0,1,1,0
cus975,1,1,1,1,1
cus976,0,0,0,0,0
cus977,1,1,0,1,1
cus978,0,0,0,1,0
cus979,1,1,0,0,1
cus980,1,1,1,1,0
cus981,1,1,1,1,0
cus982,1,0,1,0,1
cus983,0,0,0,1,1
cus984,0,0,1,0,1
cus985,0,0,0,0,1
cus986,1,1,1,0,0
cus987,1,1,0,0,0
cus988,1,0,0,0,0
cus989,1,1,0,0,0
cus990,0,0,0,0,0
cus991,1,1,1,0,1
cus992,0,0,0,1,0
cus993,1,1,1,0,1
cus994,1,0,0,0,0
cus995,1,0,0,0,1
cus996,1,1,1,1,1
